2025-08-15 13:14:03,453 - Starting stepper motor control - logging to logs/stepper_log_20250815_131403.txt
2025-08-15 13:14:06,025 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,039 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,052 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,064 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,075 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,086 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,099 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,111 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,124 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,137 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,149 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,161 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,174 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,184 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,196 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,209 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,220 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,231 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,241 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,254 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,264 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,275 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,287 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,299 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,312 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,324 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,337 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,348 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,358 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,370 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,383 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,396 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,409 - Sensor 1: BLOCKED | Sensor 2: OPEN
2025-08-15 13:14:06,420 - Sensor 1: BLOCKED | Sensor 2: OPEN
